ID,Year_Birth,Age,Kidhome,Teenhome,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntOtherProds,NumStorePurchases,NumDealPurchases,NumWebPurchases,NumCatalogPurchases,NumWebVisitsMonth,MntTotal,ResponseCC
2836,1972,52,1,0,3/12/2021,230,23,161,0,0,23,3,56,2,0,2,437,0
2849,1979,45,0,1,18/06/2021,6095,4577,6969,5382,207,3910,21,49,20,4,12,27140,0
2853,1980,44,1,0,28/05/2022,1380,1173,2001,138,460,1173,6,35,8,4,4,6325,0
2868,1949,75,1,1,25/06/2021,460,23,644,69,69,46,9,56,4,0,3,1311,0
2870,1973,51,0,1,8/12/2020,8648,0,874,253,184,1587,15,42,12,6,6,11546,0
2875,1978,46,0,0,21/05/2022,10212,1012,8786,253,184,391,3,14,6,14,13,20838,0
2878,1947,77,0,1,15/12/2021,3726,713,2921,184,391,1587,6,21,8,4,7,9522,0
2882,1975,49,0,1,18/12/2020,16353,644,3266,1127,414,1081,6,56,6,4,9,22885,0
2886,1971,53,0,1,29/10/2021,25783,0,1656,0,276,276,12,42,20,16,10,27991,0
2891,1963,61,0,1,4/01/2022,13685,529,2829,230,529,3542,6,42,16,18,4,21344,0
2894,1985,39,0,0,15/01/2022,24541,3174,17250,0,437,897,3,28,14,10,8,46299,1
2895,1963,61,0,1,9/01/2022,2392,23,1242,299,207,322,6,35,6,2,5,4485,0
2909,1974,50,0,1,8/05/2022,21482,552,5290,368,552,828,6,21,16,8,6,29072,0
2918,1981,43,1,1,30/06/2021,1012,115,437,0,92,437,9,35,4,0,4,2093,0
2929,1976,48,0,0,9/05/2021,414,966,552,345,460,414,3,49,4,2,4,3151,0
2930,1978,46,0,0,4/03/2022,19596,1380,4761,1794,828,1104,6,35,4,12,10,29463,0
2931,1978,46,0,0,8/12/2020,16951,483,2438,1265,1449,4830,0,21,12,14,9,27416,0
2948,1954,70,0,1,18/05/2022,2392,276,1104,92,276,115,3,14,4,4,5,4255,0
2952,1977,47,1,0,3/07/2022,667,69,690,69,46,207,6,42,6,0,3,1748,0
2961,1982,42,1,0,15/05/2021,4025,230,2530,1242,138,621,6,42,12,6,4,8786,0
2964,1981,43,0,0,2/01/2022,69,230,184,69,368,736,3,42,2,2,2,1656,0
2980,1952,72,1,1,8/06/2021,276,0,299,92,46,92,12,56,6,0,3,805,0
2986,1976,48,1,1,29/05/2022,161,46,92,46,23,92,3,42,2,0,2,460,0
3005,1992,32,0,0,18/07/2022,12190,2691,15594,3082,1012,3381,3,7,8,20,8,37950,1
3006,1976,48,1,0,9/07/2021,391,0,322,161,69,46,3,49,2,0,3,989,0
3009,1962,62,0,0,25/09/2021,33626,368,2944,0,0,3680,3,42,10,6,6,40618,0
3011,1965,59,0,1,15/04/2022,1978,276,1725,759,345,138,3,28,8,2,5,5221,0
3032,1984,40,1,0,16/05/2021,644,782,1426,253,322,1012,9,63,8,0,4,4439,0
3056,1978,46,0,1,31/12/2021,13501,989,7751,966,2001,1242,9,42,22,12,9,26450,0
3068,1990,34,0,0,15/01/2022,23,276,207,0,322,161,3,49,4,0,3,989,0
3074,1984,40,0,0,1/01/2021,28014,2461,6992,529,3289,759,3,42,10,16,4,42044,1
3081,1978,46,1,0,9/07/2021,161,46,138,46,0,69,3,49,2,0,2,460,0
3099,1970,54,1,1,14/05/2021,4209,115,1495,69,115,1127,15,63,10,4,4,7130,0
3104,1961,63,0,0,4/12/2020,19090,1357,22264,1173,1817,437,3,14,10,6,12,46138,1
3112,1977,47,1,0,22/11/2021,46,92,207,0,92,115,3,35,2,0,3,552,0
3130,1964,60,1,1,21/08/2021,276,92,46,230,138,230,12,35,4,0,4,1012,0
3138,1956,68,0,0,6/01/2021,30452,621,2737,1633,2484,621,0,28,14,18,6,38548,0
3139,1982,42,0,0,18/03/2022,20033,2553,16192,3335,1265,3818,3,14,8,8,10,47196,1
3158,1973,51,1,0,22/03/2021,299,69,138,138,115,138,3,56,2,0,3,897,0
3194,1974,50,0,0,22/06/2022,9476,276,12558,1794,4186,0,3,7,8,8,10,28290,0
3202,1987,37,0,0,18/12/2020,26818,0,1104,0,0,828,3,56,8,8,10,28750,1
3220,1983,41,1,0,3/05/2021,667,276,1357,437,23,828,6,56,6,0,4,3588,0
3231,1973,51,1,0,11/02/2022,115,92,230,46,46,161,3,56,2,0,3,690,0
3254,1971,53,1,0,31/12/2021,9361,1610,5497,2369,2024,1219,3,14,10,8,4,22080,0
3262,1958,66,0,0,24/10/2020,22885,2576,9591,966,1104,943,3,35,4,18,13,38065,0
3265,1959,65,0,0,5/06/2021,483,23,207,161,69,115,3,42,2,0,3,1058,0
3266,1964,60,0,0,10/07/2022,322,828,253,69,598,805,3,14,2,2,4,2875,0
3283,1972,52,0,1,7/04/2022,4600,4439,2300,1058,4255,4255,6,21,12,4,12,20907,0
3286,1967,57,1,0,18/05/2022,299,46,345,46,46,184,6,42,4,0,3,966,0
3298,1956,68,0,1,25/01/2021,19688,0,1748,276,207,4577,21,56,18,12,9,26496,0
3308,1952,72,1,1,22/03/2022,690,207,276,46,253,690,9,28,4,0,4,2162,0
3312,1988,36,1,0,29/07/2022,115,161,552,437,322,460,12,42,6,0,4,2047,0
3334,1951,73,0,0,1/05/2022,20217,3289,18331,2438,3289,3289,0,7,10,14,9,50853,0
3340,1977,47,1,0,3/11/2020,5612,345,2484,92,345,1150,18,56,14,2,6,10028,0
3363,1974,50,0,0,3/06/2022,0,138,69,161,138,276,3,56,2,0,3,782,0
3388,1967,57,1,1,16/01/2022,2967,598,1541,69,1541,46,15,49,12,2,5,6762,0
3389,1970,54,0,1,8/02/2021,16698,1219,8349,2829,2461,3703,12,35,16,18,13,35259,0
3409,1984,40,1,0,1/01/2022,3243,184,2967,69,253,1081,9,63,14,2,4,7797,0
3412,1951,73,0,1,3/04/2021,18745,184,1219,253,0,1610,12,49,4,4,9,22011,0
3421,1968,56,0,1,8/07/2021,14605,345,2300,460,161,3013,3,42,18,6,9,20884,0
3422,1975,49,0,1,15/02/2021,25645,276,2944,759,276,1748,3,42,4,6,4,31648,1
3426,1975,49,1,0,1/10/2021,24035,1403,7774,1380,1058,1058,9,56,10,10,13,36708,1
3427,1955,69,0,1,29/06/2021,14467,0,1610,0,0,805,18,56,22,4,7,16882,0
3433,1955,69,0,0,20/08/2021,8970,506,7429,2392,805,2461,3,21,12,16,6,22563,0
3434,1951,73,0,0,29/07/2022,11109,1656,13041,2162,276,2484,3,7,8,8,10,30728,0
3439,1972,52,1,1,17/01/2021,3611,138,897,138,299,1725,15,42,8,2,5,6808,0
3463,1975,49,0,1,31/08/2022,15502,1426,3082,0,598,184,12,35,14,6,13,20792,0
3478,1971,53,1,1,10/09/2021,6141,966,7107,1265,966,483,30,35,14,8,9,16928,0
3479,1950,74,0,0,5/10/2021,92,184,253,276,46,299,3,49,4,0,3,1150,0
3483,1958,66,0,0,23/06/2021,23897,989,4692,3519,1334,667,9,56,4,16,12,35098,0
3498,1976,48,0,1,11/02/2021,10626,1403,4232,230,1219,2461,12,42,14,10,9,20171,0
3503,1950,74,0,0,18/02/2022,5865,1081,13179,1196,736,345,3,7,10,6,6,22402,0
3507,1970,54,1,0,3/11/2020,15548,3703,9798,4830,1012,1334,6,42,4,10,5,36225,0
3515,1952,72,0,1,6/05/2022,2001,299,782,230,138,230,3,35,8,0,4,3680,0
3517,1952,72,1,1,23/07/2021,1150,92,1012,230,230,989,9,63,6,2,3,3703,0
3520,1990,34,0,0,13/06/2021,3726,644,18814,0,644,1288,0,21,8,6,7,25116,1
3524,1971,53,1,0,21/10/2021,1840,23,1380,92,138,368,6,63,10,2,2,3841,0
3535,1965,59,0,0,3/06/2022,5773,2484,7682,1495,2116,2691,3,14,8,6,5,22241,1
3565,1955,69,1,1,16/06/2022,1288,0,322,0,0,46,9,49,6,0,3,1656,0
3578,1949,75,0,1,6/01/2022,2806,483,989,575,230,345,6,42,6,2,6,5428,0
3584,1955,69,0,0,6/11/2020,27163,598,2760,391,299,897,6,56,10,20,5,32108,0
3594,1973,51,1,1,22/01/2021,12397,138,2093,184,138,2231,39,56,16,4,9,17181,0
3598,1972,52,0,1,9/08/2021,10143,805,1909,161,667,253,12,28,8,4,12,13938,0
3599,1970,54,0,1,12/02/2021,13225,1840,9844,4784,2139,1840,9,35,16,8,8,33672,0
3602,1958,66,0,1,19/03/2022,3220,69,667,92,115,322,6,28,6,4,4,4485,0
3619,1960,64,0,0,10/12/2020,7935,575,11523,1449,3174,1840,3,14,10,6,8,26496,0
3628,1987,37,1,0,17/04/2021,92,184,253,437,276,598,6,63,4,2,2,1840,0
3635,1962,62,0,1,24/07/2022,11316,0,851,161,0,966,9,35,12,6,8,13294,0
3643,1974,50,0,0,6/06/2022,17250,184,2875,253,184,598,3,14,8,6,6,21344,0
3657,1986,38,1,0,3/05/2021,2162,23,759,299,276,276,9,56,8,0,4,3795,0
3661,1995,29,0,0,29/12/2020,13662,1173,14513,1656,1265,736,3,14,8,12,8,33005,1
3667,1969,55,0,0,17/05/2021,17894,4094,15847,943,621,1012,3,56,16,10,11,40411,0
3673,1971,53,0,1,30/09/2021,8533,391,5474,529,552,2438,9,35,14,10,11,17917,0
3678,1973,51,1,1,24/12/2020,11224,529,1633,345,0,1357,33,49,16,6,7,15088,0
3690,1986,38,0,0,30/03/2021,27232,2346,15479,1196,920,920,3,42,14,8,10,48093,1
3706,1978,46,1,0,7/11/2021,437,184,667,0,276,598,3,49,4,4,2,2162,0
3717,1959,65,0,1,10/07/2022,9269,552,667,138,552,5014,6,21,10,10,6,16192,0
3722,1972,52,1,1,3/07/2022,713,23,184,0,0,184,6,42,4,0,3,1104,0
3732,1955,69,0,1,23/04/2021,9039,0,5497,2070,1587,1587,18,28,10,14,9,19780,0
3745,1988,36,1,0,21/11/2020,115,828,161,0,230,1035,6,56,6,0,3,2369,0
3766,1959,65,0,0,2/11/2020,2300,1633,5589,2484,2162,5037,9,63,18,2,8,19205,0
3783,1959,65,1,1,10/06/2022,2415,0,230,0,23,0,6,35,4,2,4,2668,0
3798,1968,56,1,1,23/01/2022,552,46,529,0,184,552,9,42,4,2,3,1863,0
3799,1955,69,0,1,12/02/2022,7245,805,7406,1058,161,3289,9,35,14,4,11,19964,0
3828,1951,73,0,1,6/05/2021,12259,230,4991,4554,4002,4485,6,28,14,12,13,30521,0
3834,1962,62,0,1,3/06/2021,5313,3703,4945,3933,690,1219,6,35,16,4,11,19803,0
3839,1958,66,1,1,20/07/2021,138,276,69,483,138,920,15,35,4,4,3,2024,0
3846,1974,50,0,1,15/11/2020,4416,115,1219,0,115,345,12,56,12,2,4,6210,0
3855,1963,61,0,0,5/07/2021,690,69,1081,437,483,966,3,56,6,4,2,3726,0
3878,1980,44,1,0,16/05/2022,69,92,161,345,184,253,3,49,2,0,3,1104,0
3885,1983,41,1,0,2/01/2022,368,46,414,69,0,552,3,56,2,2,2,1449,0
3887,1970,54,1,0,28/01/2021,69,391,598,460,23,897,6,63,4,0,3,2438,0
3900,1972,52,0,1,15/06/2022,14766,322,1127,0,161,1311,3,35,18,4,9,17687,0
3910,1975,49,0,0,25/12/2021,20631,3703,9890,4278,3703,621,0,7,8,14,6,42826,1
3919,1976,48,0,0,28/05/2021,22080,0,20309,1150,874,0,3,21,10,12,8,44413,1
3945,1947,77,0,1,27/05/2021,14214,1012,4945,0,391,828,6,42,22,16,4,21390,0
3955,1965,59,0,0,8/09/2022,46,23,23,23,0,23,0,98,0,0,0,138,0
3967,1971,53,0,0,11/01/2022,7613,4531,3910,1334,3496,805,3,7,4,16,13,21689,1
3968,1970,54,0,0,14/09/2021,21114,230,2967,299,0,2967,3,49,22,6,12,27577,0
3979,1983,41,0,0,8/08/2021,22586,391,15456,529,782,1173,3,14,12,4,8,40917,1
4002,1960,64,0,1,30/12/2021,10649,2208,7659,3864,1219,230,3,21,14,14,12,25829,0
4023,1970,54,1,0,23/11/2020,368,391,437,460,483,506,9,56,6,4,2,2645,0
4037,1976,48,1,0,31/08/2021,69,23,69,184,0,115,3,49,2,0,2,460,0
4042,1971,53,0,1,30/12/2020,2093,69,1196,46,23,713,9,56,8,0,4,4140,0
4055,1992,32,1,0,15/08/2022,46,230,253,276,207,460,6,42,6,0,3,1472,0
4058,1955,69,0,0,29/12/2021,14214,345,2438,460,161,1035,3,42,22,4,8,18653,0
4065,1976,48,1,0,1/05/2021,7084,0,1679,0,0,529,6,49,10,2,8,9292,0
4066,1978,46,1,0,28/07/2022,23,115,184,92,184,460,6,42,4,2,2,1058,0
4070,1969,55,0,2,18/11/2020,3887,552,12719,4324,0,3312,3,49,16,10,4,24794,0
4073,1954,70,0,0,17/04/2022,17687,1840,5796,345,782,1495,3,42,20,20,7,27945,0
4086,1959,65,0,0,16/03/2021,138,23,161,529,92,437,3,56,2,2,2,1380,0
4094,1961,63,1,1,11/11/2020,4623,46,989,69,115,805,12,42,10,2,5,6647,0
4095,1971,53,1,0,28/11/2020,3841,851,1472,1127,782,2668,24,49,8,6,6,10741,0
4096,1968,56,1,0,14/03/2022,2576,437,483,368,322,115,9,49,8,2,4,4301,0
4098,1973,51,1,1,16/04/2022,460,69,368,0,92,23,9,42,4,0,4,1012,0
4102,1975,49,1,1,15/06/2021,253,23,46,46,23,138,3,42,0,0,3,529,0
4120,1975,49,1,0,5/03/2022,2024,897,1794,1334,299,2139,6,49,12,2,4,8487,0
4122,1975,49,0,0,15/11/2020,11592,529,2691,4117,644,1012,3,28,12,10,4,20585,0
4127,1967,57,0,1,11/05/2021,23092,1357,6095,2645,1357,621,6,42,22,20,11,35167,0
4136,1992,32,1,0,19/02/2021,230,391,414,184,598,920,12,63,6,4,2,2737,0
4138,1962,62,0,1,10/08/2022,9453,2438,3381,1242,2645,1518,3,7,10,20,7,20677,0
4168,1966,58,1,1,6/06/2021,5313,161,3151,92,345,897,27,49,10,2,8,9959,0
4188,1957,67,0,1,30/10/2020,4692,115,897,391,0,2047,9,56,10,4,4,8142,0
4201,1962,62,0,1,20/05/2021,5267,161,3151,92,0,2093,15,35,8,4,8,10764,0
4207,1981,43,0,0,18/07/2021,23023,1012,2461,1334,1012,1012,3,14,12,14,11,29854,1
4211,1986,38,1,0,15/01/2021,92,276,115,69,368,391,6,49,4,0,3,1311,0
4220,1970,54,0,1,19/01/2022,1679,0,299,0,23,0,3,21,4,2,3,2001,0
4240,1978,46,1,0,20/01/2021,92,207,368,391,0,276,6,56,4,2,2,1334,0
4246,1982,42,0,0,28/02/2022,1541,253,598,92,69,6026,0,119,2,0,1,8579,0
4252,1965,59,0,1,9/06/2022,4899,115,644,161,161,943,3,35,8,2,6,6923,0
4259,1986,38,2,0,11/12/2021,138,0,92,0,0,0,3,49,2,0,2,230,0
4261,1946,78,0,0,10/02/2021,23138,506,2645,1357,1564,1035,3,21,14,12,12,30245,0
4268,1959,65,0,1,26/08/2022,2967,0,483,0,23,161,3,28,6,2,4,3634,0
4278,1983,41,0,0,20/08/2021,20930,2553,16652,1127,1702,1265,3,21,20,4,6,44229,1
4286,1970,54,0,1,28/03/2022,13340,138,1334,184,0,621,9,28,14,12,6,15617,0
4290,1972,52,1,0,5/06/2022,23,69,184,46,115,115,3,49,2,0,2,552,0
4301,1971,53,1,0,29/03/2021,529,23,299,46,46,414,3,49,2,2,2,1357,0
4310,1944,80,0,0,10/04/2022,11661,2139,11960,5566,920,598,3,7,10,20,5,32844,0
4328,1986,38,1,0,24/11/2021,115,23,161,391,322,253,6,42,4,2,3,1265,0
4329,1984,40,1,0,9/08/2022,138,0,138,46,23,23,6,49,2,0,3,368,0
4338,1983,41,1,0,11/06/2022,529,0,207,0,0,276,3,28,2,0,3,1012,0
4351,1955,69,1,1,14/07/2021,414,46,230,0,0,575,3,49,2,2,2,1265,0
4377,1971,53,0,1,26/03/2021,5842,230,1012,690,230,5221,6,49,14,6,3,13225,0
4385,1981,43,1,0,17/08/2021,529,0,345,0,46,161,6,42,6,0,3,1081,0
4394,1965,59,0,0,9/08/2022,26266,667,5727,874,667,322,3,14,10,10,12,34523,0
4405,1956,68,0,2,16/10/2021,14306,161,2645,690,0,345,6,35,12,6,12,18147,0
4415,1961,63,1,1,29/11/2020,230,92,92,69,69,322,9,49,2,2,3,874,0
4418,1983,41,0,0,14/05/2021,15433,1081,15065,3335,2553,345,3,14,14,10,12,37812,1
4426,1975,49,1,1,9/12/2021,8441,92,1173,138,92,2185,18,49,14,4,6,12121,0
4427,1995,29,0,0,5/12/2020,12328,621,13570,874,2461,1541,3,42,10,20,12,31395,1
4436,1976,48,0,0,9/05/2021,414,966,552,345,460,414,3,49,4,2,4,3151,0
4442,1961,63,0,1,22/06/2021,713,437,805,598,322,1196,6,21,2,2,5,4071,0
4444,1972,52,1,0,10/06/2022,253,0,368,161,138,483,3,56,4,0,3,1403,0
4470,1962,62,0,1,27/08/2021,1426,23,1012,138,115,506,3,28,4,2,4,3220,0
4472,1970,54,1,0,13/09/2022,529,0,184,138,46,414,3,14,2,2,3,1311,0
4475,1949,75,0,0,5/05/2021,30245,506,17940,3335,0,4094,3,35,14,16,9,56120,0
4478,1979,45,1,1,10/06/2021,10511,115,2438,345,391,1219,24,56,22,2,6,15019,0
4480,1973,51,0,1,26/05/2022,8395,69,345,92,69,253,15,42,14,4,5,9223,0
4483,1993,31,0,0,4/07/2021,7245,598,10879,5060,276,4186,3,7,4,20,6,28244,1
4487,1969,55,1,0,12/04/2021,345,460,575,46,161,598,3,42,4,0,4,2185,0
4491,1949,75,1,1,18/12/2020,25277,0,1035,0,0,782,33,56,6,8,10,27094,0
4507,1952,72,0,0,13/02/2021,14513,644,11293,690,322,1288,3,21,12,14,8,28750,0
4508,1952,72,0,0,8/08/2022,4669,805,7015,1058,391,5221,3,7,4,22,5,19159,0
4530,1948,76,0,0,10/01/2021,22356,437,13685,4140,598,3174,9,21,6,14,10,44390,0
4548,1981,43,1,1,9/02/2022,529,92,230,0,46,345,3,28,2,0,3,1242,0
4552,1991,33,0,0,8/09/2021,1909,46,2323,1472,598,2691,3,28,6,10,3,9039,0
4580,1969,55,0,0,11/01/2022,32062,506,16284,2047,2093,4186,3,35,18,14,9,57178,1
4599,1976,48,0,2,21/01/2022,9453,0,598,0,0,483,18,49,14,2,7,10534,0
4603,1960,64,0,1,19/04/2022,8533,736,4347,0,1334,138,6,28,10,8,10,15088,0
4608,1987,37,0,0,14/05/2022,3749,529,9752,621,1495,1748,3,7,6,20,13,17894,1
4609,1966,58,0,1,30/03/2022,8809,0,1219,138,92,920,9,42,16,2,6,11178,0
4619,1945,79,0,0,14/08/2022,138,46,69,23,6026,69,0,7,54,0,0,6371,0
4637,1954,70,0,0,4/08/2021,22080,1472,10672,3358,0,368,3,21,12,18,9,37950,0
4640,1967,57,0,1,8/12/2020,12903,1955,3933,575,2829,2622,6,14,8,14,13,24817,0
4643,1973,51,1,0,12/11/2020,184,598,1058,874,207,1127,6,56,6,0,4,4048,0
4656,1990,34,1,0,16/06/2021,7866,736,5290,782,736,920,15,63,20,10,4,16330,0
4676,1951,73,0,2,22/05/2022,14076,2093,11960,5934,2461,2461,6,35,18,12,8,38985,0
4682,1958,66,0,0,1/01/2022,2277,621,2346,644,1104,138,3,7,4,4,8,7130,0
4686,1962,62,0,0,19/06/2022,19803,713,12834,1426,2185,1817,0,14,12,10,13,38778,0
4687,1958,66,0,0,9/08/2021,15502,2116,16928,897,0,2116,3,7,6,22,9,37559,0
4690,1953,71,0,1,2/05/2021,10189,230,1725,0,230,1104,12,56,16,2,8,13478,0
4692,1976,48,1,0,18/10/2020,161,0,276,299,161,736,15,63,8,2,2,1633,0
4698,1983,41,0,0,6/09/2021,3105,1058,2116,1495,1403,253,6,35,10,4,7,9430,0
4706,1966,58,0,1,14/07/2021,667,0,115,0,23,115,3,35,2,0,3,920,0
4713,1979,45,1,0,8/02/2021,1702,0,966,46,23,138,6,49,4,2,4,2875,0
4741,1974,50,1,0,18/04/2022,8993,736,1610,483,736,368,6,35,12,4,9,12926,0
4743,1969,55,0,1,20/05/2021,15847,184,3841,253,184,2024,15,42,16,8,11,22333,0
4754,1966,58,0,1,12/12/2021,690,253,759,299,138,667,3,28,4,0,4,2806,0
4756,1952,72,0,0,8/03/2022,4048,667,18814,0,759,2576,3,28,14,12,11,26864,0
4767,1965,59,0,0,24/06/2022,14605,2622,5842,3036,3496,1748,3,21,12,12,7,31349,0
4786,1977,47,1,1,21/12/2020,12765,1886,5911,2139,1403,1403,12,42,20,6,12,25507,0
4790,1958,66,0,1,19/08/2022,13202,184,4968,483,368,759,3,7,8,6,5,19964,0
4796,1952,72,0,1,6/07/2022,414,230,69,69,115,0,3,14,2,0,3,897,0
4808,1956,68,0,0,22/11/2021,23,46,115,138,0,69,3,49,2,0,2,391,0
4817,1956,68,0,0,21/10/2020,69,46,161,0,92,46,3,56,2,0,2,414,0
4827,1956,68,0,1,27/05/2021,3542,506,4646,897,690,184,15,28,8,4,9,10465,0
4828,1954,70,0,1,4/09/2022,1633,2277,6394,4255,2783,874,3,7,10,20,5,18216,0
4832,1979,45,1,0,24/05/2022,138,115,391,69,552,1058,6,49,4,4,2,2323,0
4837,1965,59,0,1,5/05/2021,17319,989,5198,1587,230,4692,6,28,16,10,13,30015,0
4843,1952,72,0,0,8/08/2022,4669,805,7015,1058,391,5221,3,7,4,22,5,19159,0
4856,1957,67,0,0,23/01/2021,12788,1242,19435,4646,3059,1449,3,21,14,14,10,42619,0
4860,1970,54,1,0,25/05/2021,161,46,184,69,46,69,3,42,2,0,3,575,0
4864,1977,47,1,0,19/07/2021,1656,161,1334,299,23,552,12,56,8,2,3,4025,0
4865,1974,50,1,1,17/11/2021,5267,161,3220,230,69,253,21,49,10,2,8,9200,0
4867,1968,56,1,1,7/12/2021,1334,0,414,46,0,230,12,49,6,0,4,2024,0
4877,1973,51,0,1,21/05/2022,782,0,161,0,0,0,3,49,2,0,3,943,0
4887,1976,48,1,1,8/02/2022,230,115,644,253,23,184,3,35,4,0,3,1449,0
4915,1956,68,0,1,20/10/2020,4048,1656,2254,3128,483,5267,12,35,10,4,12,16836,0
4937,1973,51,1,1,27/08/2022,276,46,460,69,46,115,3,49,2,0,3,1012,0
4954,1956,68,1,1,9/04/2022,2438,621,1564,1196,161,115,18,42,8,4,5,6095,0
4973,1970,54,1,0,28/07/2022,46,69,138,92,23,207,3,49,2,2,2,575,0
4974,1970,54,1,2,12/12/2020,9959,2047,14950,368,2346,2346,30,49,8,12,9,32016,0
4988,1948,76,1,1,21/07/2022,437,138,460,0,115,276,9,28,2,2,4,1426,0
4990,1954,70,0,0,19/07/2021,12052,0,3082,644,644,3565,3,49,22,2,8,19987,0
4994,1943,81,0,0,18/12/2021,27439,759,6463,2967,1518,759,3,21,14,10,13,39905,0
5010,1988,36,1,0,21/04/2022,46,184,184,138,23,207,6,56,2,0,3,782,0
5011,1963,61,0,1,4/01/2022,13685,529,2829,230,529,3542,6,42,16,18,4,21344,0
5015,1976,48,1,0,1/12/2020,1564,138,874,69,138,943,6,49,4,4,3,3726,0
5025,1979,45,1,0,12/03/2022,529,391,529,989,460,207,3,21,4,2,4,3105,0
5043,1951,73,0,0,22/01/2021,161,529,1794,3059,1127,3312,6,49,8,4,5,9982,0
5046,1958,66,0,1,11/04/2022,17388,3174,8142,3680,3887,1403,6,28,20,12,7,37674,0
5048,1971,53,2,0,28/07/2021,460,138,989,437,115,874,3,56,6,2,2,3013,0
5062,1963,61,1,1,13/10/2021,805,0,92,0,0,0,3,56,4,0,2,897,0
5068,1971,53,1,0,17/10/2021,322,23,161,46,23,23,3,63,4,0,2,598,0
5074,1986,38,1,0,24/09/2021,690,0,230,46,0,115,3,49,2,0,3,1081,0
5080,1993,31,0,0,7/01/2022,9660,0,10396,4186,1472,3220,3,14,12,12,4,28934,1
5092,1949,75,0,1,1/05/2021,8740,0,1081,138,0,782,12,56,14,2,7,10741,0
5093,1974,50,1,0,5/12/2020,920,69,690,230,161,253,9,63,6,0,3,2323,0
5107,1973,51,1,1,5/08/2022,345,0,184,92,46,460,6,35,2,2,2,1127,0
5113,1971,53,0,0,24/01/2022,13432,2300,19205,1495,1909,805,3,14,10,10,5,39146,0
5114,1965,59,0,1,7/03/2021,15410,207,5727,0,644,207,6,28,10,8,5,22195,0
5117,1963,61,0,0,19/10/2020,1449,3473,3151,3519,437,1219,6,35,8,8,8,13248,0
5121,1977,47,0,1,7/06/2022,11017,115,1886,161,391,3933,6,35,14,12,5,17503,0
5136,1973,51,0,1,5/04/2022,15042,161,2116,0,345,690,21,42,18,8,8,18354,0
5147,1948,76,0,0,15/10/2021,17802,1610,2714,4186,4301,2139,3,7,8,18,13,32752,0
5150,1979,45,1,0,5/03/2021,0,92,161,253,230,345,6,42,4,0,3,1081,0
5153,1967,57,0,1,11/05/2021,23092,1357,6095,2645,1357,621,6,42,22,20,11,35167,0
5177,1974,50,0,1,28/02/2022,6854,161,1564,92,0,437,6,42,12,4,6,9108,0
5180,1968,56,0,1,5/07/2022,2944,0,368,0,23,92,6,49,8,0,4,3427,0
5181,1982,42,1,0,6/06/2021,46,92,46,0,253,115,3,63,2,0,2,552,0
5184,1995,29,0,0,12/06/2022,92,46,253,46,0,92,3,42,2,0,2,529,0
5185,1955,69,0,0,3/05/2021,4577,1518,7245,2231,4002,943,3,14,8,6,5,20516,0
5186,1955,69,0,1,29/05/2022,13248,161,2645,437,161,161,6,42,14,8,9,16813,0
5207,1963,61,1,1,11/12/2020,11247,138,3496,184,138,3036,30,56,18,8,6,18239,0
5209,1954,70,0,1,3/09/2021,10189,115,1633,483,368,1886,6,49,16,4,7,14674,0
5221,1957,67,0,1,17/02/2021,16422,184,2277,253,0,1081,12,56,20,14,5,20217,0
5231,1974,50,0,2,16/05/2022,621,46,161,0,46,299,3,35,2,0,3,1173,0
5232,1965,59,0,1,15/04/2022,1978,276,1725,759,345,138,3,28,8,2,5,5221,0
5237,1950,74,1,2,20/03/2022,644,23,483,69,0,230,9,35,4,2,3,1449,0
5247,1955,69,1,1,27/07/2022,713,0,138,46,23,115,6,28,2,0,4,1035,0
5263,1977,47,1,0,10/04/2021,115,230,299,69,184,368,3,56,2,0,3,1265,0
5267,1970,54,1,0,31/05/2021,368,46,414,46,23,115,3,49,2,0,3,1012,0
5272,1965,59,0,1,13/09/2021,8694,0,2024,437,92,1679,12,49,16,10,3,12926,0
5278,1964,60,0,0,13/04/2022,7061,598,8280,3174,713,920,3,21,12,18,5,20746,0
5283,1976,48,1,1,6/05/2022,2139,23,483,0,92,575,9,35,4,2,4,3312,0
5286,1987,37,0,0,14/01/2022,2576,23,1242,161,161,828,3,21,6,4,4,4991,0
5287,1973,51,1,0,5/09/2022,1035,46,598,92,23,23,9,49,6,2,3,1817,0
5289,1975,49,1,1,26/01/2021,184,92,276,345,92,667,6,28,2,2,2,1656,0
5294,1989,35,1,0,6/02/2022,138,184,437,368,92,92,9,49,6,0,4,1311,0
5299,1970,54,1,0,5/02/2022,27163,2461,4577,897,690,690,6,56,14,6,13,36478,0
5313,1971,53,1,1,5/07/2022,690,0,253,0,0,69,9,35,4,0,4,1012,0
5320,1973,51,1,1,17/04/2021,1817,161,1334,138,69,414,12,42,6,2,4,3933,0
5329,1949,75,1,1,14/12/2021,184,0,69,0,0,0,3,35,0,0,3,253,0
5331,1977,47,0,0,28/11/2020,13501,1173,20654,5681,0,1978,3,14,6,12,7,42987,1
5332,1960,64,0,0,13/10/2021,8326,1150,9913,3082,805,1242,3,7,6,12,7,24518,0
5350,1991,33,0,0,2/05/2022,26588,2760,21045,2162,3312,2208,3,7,6,8,10,58075,1
5370,1973,51,1,0,4/04/2021,5497,69,3243,0,161,529,12,56,14,2,6,9499,0
